gp_code,allf2f_early,allf2f_late,d_allf2f,gpf2f_early,gpf2f_late,d_gpf2f,othf2f_early,othf2f_late,d_othf2f,gpf2f_ofgp_early,gpf2f_ofgp_late,d_gpf2f_ofgp
M87612,70.28,71.01,0.72,32.14,30.57,-1.58,38.14,40.44,2.3,53.57,56.18,2.61
M87617,79.16,47.83,-31.34,48.13,24.81,-23.33,31.03,23.02,-8.01,78.82,74.27,-4.54
M87618,64.13,50.92,-13.21,33.49,20.41,-13.09,30.63,30.51,-0.13,51.73,47.78,-3.95
M87620,51.79,37.0,-14.79,20.17,10.41,-9.76,31.62,26.59,-5.03,45.06,16.67,-28.38
M87623,83.18,89.88,6.7,47.35,65.95,18.6,35.83,23.93,-11.9,80.61,91.7,11.09
M87628,33.07,29.47,-3.59,17.32,15.79,-1.53,15.75,13.68,-2.07,37.78,36.3,-1.48
M87638,80.16,80.37,0.21,38.13,31.5,-6.63,42.03,48.87,6.84,71.81,74.64,2.83
M88001,67.94,44.96,-22.98,27.18,17.07,-10.11,40.76,27.89,-12.87,61.7,27.93,-33.77
M88002,49.93,43.79,-6.15,16.59,15.52,-1.07,33.34,28.27,-5.07,30.12,41.86,11.74
M88003,56.22,59.29,3.07,34.22,37.31,3.09,22.0,21.99,-0.02,55.47,59.5,4.03
M88004,62.2,46.44,-15.76,19.98,18.52,-1.46,42.22,27.92,-14.3,42.8,53.28,10.48
M88006,68.74,44.01,-24.73,24.83,23.34,-1.49,43.92,20.67,-23.25,61.56,62.79,1.24
M88007,58.97,32.14,-26.83,29.49,15.53,-13.97,29.48,16.61,-12.87,48.29,23.7,-24.59
M88008,89.24,74.52,-14.72,39.83,34.17,-5.66,49.41,40.35,-9.06,87.33,86.88,-0.46
M88009,82.11,22.86,-59.25,55.25,2.78,-52.47,26.86,20.08,-6.78,85.07,5.75,-79.31
M88010,90.46,77.01,-13.45,47.93,38.31,-9.62,42.53,38.7,-3.83,93.17,85.97,-7.2
M88013,42.79,36.57,-6.21,12.22,13.1,0.89,30.57,23.47,-7.1,24.73,34.38,9.66
M88014,87.09,84.75,-2.34,56.79,50.39,-6.4,30.3,34.36,4.06,86.67,94.54,7.87
M88015,69.75,85.67,15.92,22.64,58.34,35.7,47.11,27.33,-19.78,51.36,92.02,40.66
M88016,65.71,67.12,1.41,15.77,31.19,15.42,49.94,35.93,-14.01,35.85,77.22,41.36
M88018,54.01,73.83,19.82,20.95,39.19,18.23,33.05,34.64,1.59,40.04,71.94,31.9
M88019,84.28,85.46,1.17,12.12,34.45,22.33,72.16,51.0,-21.16,77.67,86.85,9.18
M88020,59.53,58.97,-0.56,34.3,34.09,-0.21,25.24,24.88,-0.35,46.35,46.19,-0.16
M88021,51.45,42.8,-8.65,6.46,9.47,3.01,44.99,33.32,-11.66,27.85,44.04,16.19
M88022,52.77,38.57,-14.2,10.3,9.56,-0.75,42.46,29.01,-13.45,19.27,16.11,-3.16
M88023,49.28,43.74,-5.54,12.9,5.14,-7.76,36.37,38.6,2.22,26.54,10.79,-15.75
M88026,77.74,69.89,-7.85,34.28,23.64,-10.64,43.47,46.25,2.79,67.34,59.79,-7.55
M88030,61.8,56.45,-5.35,26.15,28.14,1.99,35.66,28.31,-7.34,59.47,67.08,7.61
M88035,77.14,74.21,-2.94,29.06,42.84,13.79,48.09,31.36,-16.72,65.11,65.21,0.1
M88038,88.5,79.4,-9.1,48.58,47.54,-1.04,39.93,31.86,-8.07,99.68,96.47,-3.21
M88040,48.21,62.06,13.85,22.83,42.89,20.06,25.38,19.17,-6.21,37.18,61.68,24.5
M88041,62.71,72.38,9.67,29.36,22.06,-7.31,33.35,50.32,16.98,79.91,54.08,-25.83
M88042,79.0,76.65,-2.35,26.64,30.85,4.21,52.36,45.8,-6.56,85.69,82.92,-2.77
M88043,66.48,60.46,-6.02,19.48,27.74,8.27,47.0,32.71,-14.28,48.92,67.65,18.73
M88600,52.02,45.3,-6.72,12.62,11.67,-0.96,39.4,33.63,-5.76,36.37,39.37,3.0
M88610,89.98,73.8,-16.18,33.3,23.14,-10.16,56.68,50.66,-6.02,87.31,55.8,-31.51
M88612,98.21,97.44,-0.78,61.4,60.18,-1.22,36.81,37.25,0.44,99.92,99.95,0.03
M88616,84.02,61.58,-22.44,35.59,25.7,-9.88,48.43,35.87,-12.56,84.33,90.17,5.84
M88618,75.52,65.15,-10.37,51.18,44.65,-6.53,24.34,20.5,-3.84,76.08,62.94,-13.14
M88619,52.49,57.78,5.29,25.68,30.42,4.74,26.81,27.36,0.55,71.43,63.72,-7.71
M88620,55.19,41.66,-13.53,21.43,17.67,-3.76,33.76,23.99,-9.77,39.88,27.9,-11.98
M88625,49.98,37.55,-12.44,21.22,13.75,-7.47,28.76,23.79,-4.97,51.39,26.45,-24.94
M88626,64.26,71.65,7.39,36.04,18.25,-17.79,28.22,53.4,25.18,74.21,70.35,-3.86
M88628,78.71,75.75,-2.95,54.93,42.41,-12.52,23.78,33.35,9.57,84.1,76.8,-7.3
M88630,88.46,69.44,-19.02,42.92,33.02,-9.9,45.54,36.42,-9.12,89.88,74.28,-15.59
M88633,72.82,67.18,-5.63,37.11,26.85,-10.25,35.71,40.33,4.62,89.02,95.83,6.81
M88635,61.17,41.12,-20.05,47.82,25.13,-22.68,13.35,15.98,2.63,64.48,34.56,-29.91
M88639,85.36,73.51,-11.85,48.39,22.49,-25.9,36.96,51.02,14.06,91.26,53.25,-38.01
M88640,65.97,22.66,-43.31,27.1,0.57,-26.54,38.86,22.09,-16.77,92.95,2.57,-90.38
M88643,80.92,58.72,-22.2,30.52,21.94,-8.58,50.41,36.78,-13.62,88.94,77.58,-11.35
M88645,61.78,46.55,-15.22,16.91,13.86,-3.05,44.87,32.7,-12.17,36.97,37.93,0.96
M88646,87.43,54.14,-33.3,63.69,35.71,-27.98,23.74,18.43,-5.31,87.72,50.97,-36.75
M88647,69.56,65.39,-4.17,28.31,36.18,7.86,41.25,29.22,-12.03,70.93,81.18,10.25
M89001,70.65,69.91,-0.75,30.12,29.37,-0.74,40.54,40.53,-0.01,57.23,60.6,3.37
M89002,92.17,93.0,0.82,30.75,33.33,2.58,61.42,59.67,-1.75,87.35,94.48,7.13
M89003,56.92,43.42,-13.5,25.09,21.05,-4.03,31.83,22.37,-9.46,60.18,39.36,-20.82
M89005,85.59,84.25,-1.34,45.02,43.36,-1.66,40.58,40.89,0.31,86.22,84.27,-1.95
M89007,74.83,77.89,3.06,25.78,28.57,2.79,49.05,49.32,0.27,58.58,72.57,13.99
M89008,80.65,81.2,0.55,36.23,37.19,0.96,44.42,44.01,-0.41,73.65,90.5,16.86
M89009,60.03,67.91,7.87,21.13,19.37,-1.76,38.9,48.53,9.63,45.74,65.36,19.62
M89010,73.97,93.3,19.33,27.11,29.84,2.73,46.86,63.45,16.6,84.23,89.51,5.28
M89012,67.55,61.02,-6.54,22.23,21.79,-0.44,45.32,39.22,-6.1,59.77,86.83,27.06
M89013,90.32,87.33,-2.98,57.25,48.9,-8.36,33.06,38.44,5.38,91.85,92.57,0.72
M89015,94.43,90.41,-4.03,45.47,40.25,-5.22,48.96,50.15,1.19,96.19,85.98,-10.21
M89016,95.13,93.15,-1.97,56.05,54.51,-1.54,39.07,38.64,-0.43,98.14,96.96,-1.18
M89017,66.3,39.17,-27.13,37.08,18.74,-18.34,29.22,20.43,-8.79,72.93,36.29,-36.65
M89019,59.19,48.61,-10.58,17.45,16.77,-0.68,41.74,31.85,-9.9,40.09,27.39,-12.7
M89021,92.66,65.58,-27.08,65.0,36.61,-28.39,27.66,28.97,1.31,99.47,63.06,-36.41
M89024,91.3,77.4,-13.91,35.4,30.05,-5.34,55.9,47.34,-8.56,98.7,73.32,-25.38
M89026,94.08,51.39,-42.69,45.58,25.05,-20.53,48.5,26.35,-22.16,91.69,35.1,-56.59
M89027,85.59,83.22,-2.37,50.21,50.14,-0.07,35.39,33.09,-2.3,85.98,88.83,2.85
M89030,90.94,84.43,-6.52,58.79,50.32,-8.47,32.16,34.11,1.95,89.74,84.33,-5.41
M89608,79.99,72.58,-7.41,47.91,39.92,-7.99,32.08,32.66,0.58,71.56,65.15,-6.4
M91003,74.62,60.91,-13.71,38.74,19.11,-19.63,35.88,41.8,5.91,85.47,56.63,-28.84
M91004,64.78,69.89,5.11,27.05,46.79,19.74,37.73,23.1,-14.64,57.59,79.7,22.11
M91006,97.7,29.91,-67.79,70.99,6.29,-64.69,26.72,23.62,-3.1,99.71,11.04,-88.67
M91007,83.4,62.94,-20.46,47.75,40.25,-7.5,35.65,22.69,-12.96,81.85,83.1,1.25
M91008,86.96,48.34,-38.62,49.59,15.26,-34.33,37.37,33.08,-4.28,86.9,25.88,-61.02
M91009,86.17,71.99,-14.18,32.47,31.81,-0.66,53.7,40.18,-13.52,71.99,65.71,-6.28
M91010,79.27,77.71,-1.56,45.4,44.79,-0.61,33.87,32.92,-0.95,79.44,80.2,0.75
M91013,50.51,43.7,-6.8,15.74,8.61,-7.13,34.77,35.09,0.33,45.16,39.05,-6.11
M91014,72.16,69.32,-2.84,37.68,35.91,-1.77,34.48,33.41,-1.07,65.09,67.37,2.28
M91015,84.0,77.56,-6.45,39.53,32.82,-6.71,44.47,44.74,0.27,82.82,73.14,-9.68
M91016,68.69,70.0,1.31,10.9,7.8,-3.1,57.79,62.2,4.41,49.29,55.08,5.79
M91017,93.96,93.97,0.01,34.58,35.36,0.77,59.38,58.62,-0.76,99.36,98.25,-1.12
M91018,65.64,69.52,3.89,22.88,25.32,2.44,42.76,44.2,1.44,53.28,65.7,12.42
M91019,62.71,48.05,-14.66,18.2,16.03,-2.17,44.51,32.03,-12.48,55.77,72.21,16.43
M91021,84.33,68.13,-16.2,39.74,36.91,-2.83,44.59,31.21,-13.37,83.36,81.25,-2.11
M91024,83.32,56.01,-27.31,27.98,19.16,-8.82,55.33,36.85,-18.49,72.24,53.51,-18.73
M91026,52.95,60.59,7.64,24.48,37.12,12.63,28.46,23.47,-4.99,47.29,63.74,16.45
M91028,71.66,76.56,4.9,54.79,55.93,1.14,16.87,20.63,3.76,75.18,83.47,8.29
M91029,90.24,85.88,-4.36,40.32,34.6,-5.72,49.92,51.28,1.36,89.96,80.81,-9.15
M91032,80.66,81.13,0.47,17.95,55.84,37.89,62.71,25.29,-37.42,57.24,79.54,22.3
M91033,84.12,58.61,-25.51,40.77,28.76,-12.01,43.35,29.85,-13.5,78.94,50.1,-28.84
M91034,84.07,83.73,-0.33,33.55,48.09,14.54,50.52,35.64,-14.88,88.47,90.8,2.33
M91036,85.83,83.53,-2.3,25.65,30.59,4.94,60.18,52.93,-7.24,86.23,91.46,5.23
M91602,64.79,62.7,-2.09,14.43,19.66,5.23,50.36,43.04,-7.32,32.83,50.89,18.07
M91609,83.25,79.55,-3.7,30.33,31.83,1.5,52.93,47.72,-5.2,83.82,82.91,-0.92
M91611,74.29,52.69,-21.6,29.06,19.04,-10.02,45.24,33.65,-11.58,64.29,36.47,-27.82
M91612,61.41,54.72,-6.69,26.92,23.51,-3.41,34.49,31.2,-3.28,77.57,70.06,-7.51
M91613,87.81,83.24,-4.57,60.25,44.46,-15.8,27.56,38.79,11.23,86.28,82.66,-3.62
M91614,49.57,48.67,-0.9,19.09,19.62,0.53,30.49,29.05,-1.43,42.22,43.83,1.62
M91616,86.35,80.86,-5.49,17.66,17.97,0.31,68.69,62.9,-5.8,69.89,63.08,-6.81
M91619,94.1,86.93,-7.17,36.15,31.58,-4.56,57.95,55.34,-2.61,99.37,83.93,-15.44
M91621,61.41,58.75,-2.66,27.4,20.04,-7.36,34.01,38.71,4.7,51.16,38.49,-12.67
M91623,91.13,81.41,-9.71,63.11,57.03,-6.09,28.01,24.39,-3.63,93.03,95.74,2.7
M91624,81.67,83.56,1.9,13.8,58.44,44.64,67.86,25.13,-42.74,69.05,94.13,25.09
M91626,91.18,83.42,-7.76,47.38,33.2,-14.17,43.8,50.22,6.41,91.26,79.53,-11.73
M91628,89.97,67.75,-22.22,39.45,24.17,-15.28,50.53,43.58,-6.95,88.47,56.02,-32.45
M91629,62.53,64.15,1.61,24.37,33.51,9.15,38.17,30.64,-7.53,48.33,62.3,13.97
M91637,80.27,78.42,-1.85,37.59,34.79,-2.8,42.68,43.63,0.95,81.01,89.59,8.58
M91639,82.64,63.58,-19.05,42.02,27.87,-14.15,40.62,35.71,-4.91,89.12,55.02,-34.1
M91640,85.5,82.33,-3.17,28.24,35.25,7.01,57.26,47.08,-10.18,69.09,74.53,5.44
M91641,79.6,66.87,-12.73,33.13,20.93,-12.19,46.47,45.93,-0.54,66.42,44.44,-21.98
M91642,98.74,85.64,-13.1,42.92,35.83,-7.09,55.82,49.82,-6.01,99.62,89.57,-10.05
M91647,68.99,68.45,-0.54,21.89,29.0,7.12,47.1,39.45,-7.65,73.08,70.71,-2.38
M91650,87.95,80.19,-7.76,53.21,49.15,-4.07,34.74,31.05,-3.69,90.44,89.25,-1.19
M91654,79.19,74.92,-4.27,10.96,19.41,8.45,68.23,55.51,-12.72,40.85,50.57,9.72
M91659,78.82,79.1,0.28,40.52,54.98,14.46,38.3,24.12,-14.18,78.73,85.64,6.91
M92001,81.89,63.82,-18.07,43.1,30.74,-12.36,38.78,33.08,-5.71,79.51,72.39,-7.11
M92004,100.0,100.0,0.0,59.61,48.8,-10.81,40.39,51.2,10.81,100.0,100.0,0.0
M92006,79.46,90.79,11.33,38.2,19.03,-19.17,41.26,71.77,30.5,69.3,67.81,-1.49
M92008,97.22,97.7,0.48,60.06,54.22,-5.84,37.16,43.48,6.32,99.25,99.19,-0.07
M92009,64.72,39.63,-25.09,31.11,20.35,-10.76,33.61,19.29,-14.32,66.58,68.54,1.95
M92010,72.75,71.32,-1.43,47.03,39.34,-7.69,25.72,31.98,6.26,65.14,58.83,-6.31
M92011,79.51,91.24,11.73,39.52,17.44,-22.08,39.99,73.81,33.81,72.58,78.33,5.74
M92012,65.43,70.65,5.22,35.83,34.81,-1.01,29.6,35.84,6.23,59.56,63.87,4.31
M92013,68.78,45.74,-23.05,39.28,25.72,-13.56,29.5,20.01,-9.49,75.96,36.09,-39.87
M92015,58.12,62.35,4.24,34.07,34.68,0.61,24.05,27.67,3.62,49.74,53.12,3.38
M92016,76.56,74.89,-1.67,39.31,39.61,0.3,37.25,35.28,-1.98,74.8,77.1,2.3
M92019,76.06,54.74,-21.32,32.85,17.74,-15.12,43.21,37.0,-6.21,82.99,33.23,-49.75
M92022,78.24,62.08,-16.16,48.58,12.85,-35.73,29.66,49.23,19.57,76.21,38.01,-38.2
M92026,61.99,53.8,-8.19,14.09,17.82,3.74,47.91,35.98,-11.93,44.48,40.74,-3.74
M92028,77.19,95.0,17.81,48.45,19.17,-29.29,28.74,75.83,47.09,69.75,80.29,10.54
M92029,69.44,61.15,-8.29,35.46,33.16,-2.3,33.98,27.99,-5.99,69.75,69.22,-0.53
M92039,56.71,39.77,-16.95,22.81,18.38,-4.43,33.9,21.38,-12.52,54.3,28.26,-26.04
M92040,82.11,49.07,-33.04,26.62,19.87,-6.75,55.49,29.2,-26.28,74.15,42.21,-31.94
M92041,47.6,40.81,-6.79,19.25,16.98,-2.27,28.35,23.83,-4.52,27.68,24.21,-3.46
M92043,87.06,86.86,-0.2,44.34,47.68,3.34,42.72,39.18,-3.53,86.49,85.84,-0.65
M92607,92.04,91.79,-0.26,31.01,33.29,2.29,61.04,58.5,-2.54,86.25,89.56,3.3
M92609,68.39,69.4,1.0,35.04,36.34,1.3,33.35,33.05,-0.3,71.26,66.32,-4.94
M92612,64.42,33.16,-31.26,30.41,16.37,-14.03,34.01,16.79,-17.22,62.65,23.32,-39.33
M92627,88.64,84.22,-4.42,55.44,49.85,-5.58,33.2,34.36,1.16,91.69,87.41,-4.28
M92629,64.37,52.28,-12.1,35.33,32.26,-3.07,29.05,20.02,-9.03,56.53,65.46,8.92
M92630,66.52,63.34,-3.18,38.31,31.05,-7.26,28.21,32.29,4.08,65.51,66.07,0.56
M92649,93.59,87.86,-5.73,64.02,60.56,-3.46,29.57,27.3,-2.27,92.98,92.37,-0.6
M92654,63.52,57.08,-6.44,17.06,20.03,2.98,46.47,37.05,-9.42,70.07,79.3,9.22
N81001,69.92,70.72,0.8,28.43,27.33,-1.09,41.5,43.39,1.89,53.77,52.3,-1.48
N81002,58.13,56.78,-1.35,21.05,19.98,-1.07,37.08,36.8,-0.28,37.7,36.14,-1.56
N81005,55.54,49.04,-6.5,23.86,20.39,-3.46,31.68,28.64,-3.04,45.97,35.62,-10.34
N81006,74.66,71.68,-2.98,32.84,26.34,-6.5,41.82,45.35,3.53,78.25,66.18,-12.08
N81007,92.69,75.28,-17.41,65.14,43.17,-21.98,27.55,32.12,4.57,98.87,74.44,-24.43
N81008,81.48,77.71,-3.76,31.46,31.09,-0.37,50.02,46.62,-3.4,77.5,73.53,-3.97
N81009,55.03,54.07,-0.96,9.95,15.31,5.36,45.08,38.76,-6.32,26.88,38.36,11.48
N81010,92.71,91.67,-1.04,49.57,56.07,6.5,43.14,35.6,-7.54,89.51,88.12,-1.39
N81011,93.44,91.48,-1.97,50.09,46.38,-3.71,43.35,45.09,1.74,98.3,99.16,0.87
N81012,74.75,72.45,-2.3,43.66,42.7,-0.96,31.09,29.75,-1.34,72.34,67.38,-4.96
N81013,62.68,61.54,-1.14,36.86,32.44,-4.42,25.82,29.1,3.28,51.63,48.01,-3.62
N81014,95.04,92.61,-2.43,52.78,51.48,-1.3,42.26,41.13,-1.13,96.99,95.03,-1.96
N81016,42.36,34.14,-8.22,16.76,10.76,-6.0,25.59,23.38,-2.21,29.83,21.49,-8.33
N81018,78.68,85.5,6.82,43.52,51.14,7.62,35.16,34.35,-0.8,79.01,85.91,6.9
N81019,66.21,57.35,-8.85,30.31,26.41,-3.89,35.9,30.94,-4.96,64.7,61.35,-3.35
N81020,55.68,60.89,5.21,15.7,16.98,1.28,39.99,43.91,3.92,38.85,56.88,18.03
N81022,64.86,68.66,3.8,25.71,24.64,-1.06,39.15,44.02,4.87,50.14,55.2,5.06
N81024,67.57,46.53,-21.05,28.87,18.31,-10.57,38.7,28.22,-10.48,61.36,31.46,-29.9
N81025,57.36,41.09,-16.27,42.84,26.71,-16.13,14.52,14.38,-0.14,70.16,55.08,-15.08
N81027,43.95,43.88,-0.07,9.47,11.54,2.07,34.48,32.35,-2.13,25.03,35.6,10.57
N81028,93.05,87.35,-5.7,55.44,50.65,-4.78,37.61,36.69,-0.92,98.67,98.16,-0.5
N81029,65.12,63.0,-2.12,43.84,40.09,-3.76,21.28,22.92,1.64,58.33,55.6,-2.73
N81030,83.58,81.21,-2.37,31.96,28.62,-3.34,51.62,52.59,0.97,76.29,72.77,-3.52
N81031,71.4,70.62,-0.78,22.43,24.0,1.57,48.98,46.62,-2.36,60.23,64.51,4.28
N81032,78.75,77.0,-1.75,44.68,42.78,-1.9,34.07,34.22,0.15,82.9,82.31,-0.6
N81033,88.02,78.8,-9.22,52.34,46.64,-5.69,35.68,32.16,-3.52,82.36,82.41,0.05
N81034,66.82,66.58,-0.24,24.88,26.8,1.92,41.94,39.78,-2.16,64.38,60.86,-3.52
N81035,44.34,39.77,-4.57,21.44,17.88,-3.55,22.9,21.88,-1.02,35.9,33.46,-2.44
N81036,66.46,62.19,-4.27,29.35,29.97,0.63,37.11,32.22,-4.89,66.68,67.68,1.01
N81037,63.73,61.22,-2.51,43.68,45.14,1.46,20.04,16.08,-3.96,64.84,60.74,-4.1
N81038,71.31,82.62,11.31,23.18,33.85,10.66,48.13,48.77,0.65,49.76,73.44,23.68
N81039,67.85,59.34,-8.51,29.39,27.75,-1.64,38.46,31.59,-6.87,59.56,58.93,-0.63
N81040,76.66,78.55,1.88,48.46,52.91,4.46,28.21,25.63,-2.57,80.8,73.78,-7.02
N81041,89.14,83.68,-5.46,41.38,37.5,-3.88,47.76,46.18,-1.59,84.01,78.57,-5.44
N81043,78.02,86.82,8.8,40.14,44.23,4.09,37.88,42.59,4.71,77.89,88.13,10.24
N81044,80.98,80.46,-0.52,35.17,25.09,-10.09,45.81,55.38,9.57,88.53,84.36,-4.16
N81045,79.38,81.09,1.71,18.91,22.89,3.98,60.47,58.2,-2.27,75.69,75.46,-0.23
N81046,52.54,34.25,-18.29,30.8,20.16,-10.64,21.74,14.09,-7.64,47.96,68.73,20.77
N81047,53.83,53.09,-0.73,22.03,20.99,-1.04,31.8,32.1,0.3,53.59,52.24,-1.35
N81048,55.0,76.36,21.36,17.44,33.41,15.97,37.56,42.95,5.39,36.9,68.31,31.42
N81049,44.58,43.26,-1.32,27.03,26.17,-0.86,17.55,17.09,-0.46,40.84,38.03,-2.81
N81050,57.57,62.05,4.48,13.14,21.09,7.95,44.43,40.96,-3.47,32.86,47.16,14.31
N81051,61.28,62.78,1.5,36.25,32.39,-3.86,25.03,30.39,5.36,53.1,68.77,15.66
N81053,43.72,33.51,-10.21,17.95,11.89,-6.07,25.76,21.62,-4.15,30.18,28.28,-1.9
N81054,68.51,53.41,-15.1,44.03,34.57,-9.46,24.48,18.84,-5.64,66.84,56.34,-10.5
N81055,79.23,81.27,2.04,64.9,62.98,-1.92,14.33,18.28,3.96,77.53,80.12,2.59
N81056,73.52,55.43,-18.09,24.49,22.86,-1.63,49.03,32.57,-16.46,57.51,49.73,-7.78
N81057,70.48,91.53,21.05,35.49,18.82,-16.66,34.99,72.71,37.72,59.67,79.0,19.33
N81059,72.6,69.92,-2.68,26.89,27.4,0.52,45.71,42.52,-3.19,79.76,83.22,3.45
N81060,73.23,69.75,-3.48,34.79,33.61,-1.17,38.44,36.13,-2.31,81.24,71.92,-9.31
N81061,81.79,39.62,-42.17,58.57,23.97,-34.61,23.22,15.66,-7.56,79.54,30.12,-49.42
N81062,70.17,65.46,-4.71,41.92,39.26,-2.65,28.26,26.2,-2.06,63.2,58.26,-4.93
N81063,51.62,55.11,3.49,21.76,28.71,6.94,29.86,26.41,-3.45,36.06,43.12,7.06
N81064,99.4,99.24,-0.16,61.83,65.08,3.25,37.57,34.16,-3.41,99.42,99.46,0.04
N81065,88.74,80.31,-8.43,56.94,57.51,0.57,31.8,22.8,-9.0,95.42,95.53,0.1
N81066,80.14,64.0,-16.14,28.5,30.22,1.72,51.64,33.78,-17.86,71.03,69.99,-1.05
N81067,54.85,60.89,6.04,28.12,32.06,3.94,26.73,28.84,2.11,40.29,48.54,8.25
N81068,59.22,62.48,3.26,23.02,23.12,0.11,36.2,39.36,3.15,50.63,52.13,1.5
N81069,49.29,50.28,0.99,23.31,25.79,2.48,25.97,24.49,-1.48,37.2,37.19,-0.0
N81070,58.01,59.4,1.4,24.01,24.16,0.15,33.99,35.24,1.25,40.38,42.28,1.91
N81071,78.09,77.08,-1.01,24.29,33.0,8.71,53.8,44.08,-9.72,59.28,72.84,13.57
N81072,68.04,68.79,0.75,21.26,14.37,-6.89,46.78,54.42,7.64,68.23,72.84,4.61
N81074,72.81,67.28,-5.54,17.76,17.41,-0.35,55.05,49.86,-5.19,86.82,91.22,4.4
N81075,89.82,73.0,-16.82,61.74,50.12,-11.62,28.08,22.88,-5.2,92.52,68.34,-24.17
N81077,62.1,61.31,-0.79,19.65,13.15,-6.5,42.45,48.16,5.71,45.68,41.04,-4.64
N81079,72.81,74.07,1.26,29.13,30.2,1.07,43.68,43.87,0.19,59.73,64.1,4.37
N81080,67.26,66.09,-1.16,33.29,36.47,3.19,33.97,29.62,-4.35,58.29,59.39,1.1
N81081,71.89,80.74,8.86,24.63,28.11,3.48,47.26,52.63,5.37,52.39,68.81,16.42
N81082,62.58,61.84,-0.74,18.44,18.18,-0.27,44.14,43.66,-0.47,44.11,42.23,-1.88
N81083,82.71,53.19,-29.51,36.95,20.41,-16.54,45.76,32.79,-12.98,100.0,69.74,-30.26
N81084,74.27,81.97,7.7,35.22,35.99,0.77,39.05,45.98,6.93,78.78,87.28,8.5
N81085,67.34,68.68,1.34,38.36,36.71,-1.65,28.98,31.97,2.99,62.23,62.55,0.32
N81086,66.51,45.38,-21.13,36.12,20.6,-15.51,30.4,24.78,-5.62,96.25,55.83,-40.42
N81087,53.66,49.24,-4.42,22.16,15.54,-6.62,31.5,33.7,2.2,74.42,48.0,-26.41
N81088,59.54,61.18,1.63,28.82,29.61,0.79,30.72,31.57,0.85,46.08,49.62,3.54
N81089,58.84,83.2,24.36,25.22,47.59,22.37,33.62,35.61,1.99,52.12,89.09,36.97
N81090,47.77,45.33,-2.45,5.24,6.21,0.97,42.53,39.12,-3.42,20.62,17.63,-2.99
N81092,79.23,77.7,-1.53,39.83,40.48,0.64,39.4,37.22,-2.17,77.88,75.68,-2.19
N81093,45.26,52.12,6.86,17.29,17.01,-0.28,27.97,35.11,7.14,31.56,35.84,4.28
N81096,61.24,55.67,-5.57,22.32,24.99,2.67,38.92,30.68,-8.24,74.3,56.68,-17.63
N81097,79.97,43.67,-36.3,47.21,20.3,-26.92,32.76,23.37,-9.38,77.16,36.26,-40.9
N81100,67.18,52.84,-14.34,28.67,23.59,-5.08,38.51,29.25,-9.26,59.12,62.83,3.71
N81101,79.15,79.05,-0.11,25.06,27.82,2.76,54.09,51.22,-2.87,65.47,71.93,6.46
N81102,26.9,20.78,-6.12,8.42,6.82,-1.61,18.48,13.97,-4.51,13.73,15.85,2.12
N81107,92.1,63.58,-28.53,77.45,50.66,-26.78,14.66,12.91,-1.74,98.82,68.2,-30.62
N81108,94.82,85.87,-8.95,20.49,8.99,-11.5,74.33,76.88,2.55,99.06,75.96,-23.09
N81109,86.87,48.46,-38.4,62.69,33.71,-28.98,24.18,14.75,-9.42,97.35,66.02,-31.34
N81111,73.4,79.2,5.79,23.07,28.48,5.41,50.34,50.72,0.38,68.46,84.44,15.99
N81113,62.22,72.27,10.06,35.64,44.19,8.55,26.58,28.09,1.51,69.26,73.57,4.31
N81114,85.55,57.15,-28.4,32.21,19.4,-12.82,53.34,37.76,-15.58,80.39,50.03,-30.36
N81115,68.24,71.33,3.09,27.75,26.84,-0.91,40.49,44.49,3.99,68.93,74.26,5.33
N81117,60.76,57.53,-3.23,31.18,24.37,-6.81,29.58,33.16,3.58,49.92,49.58,-0.34
N81118,60.93,55.22,-5.71,23.97,20.02,-3.95,36.96,35.19,-1.76,54.89,51.95,-2.94
N81119,97.34,96.32,-1.02,55.28,56.96,1.68,42.06,39.36,-2.7,95.48,93.93,-1.55
N81120,80.28,78.79,-1.49,29.48,34.9,5.43,50.8,43.89,-6.91,66.25,68.05,1.81
N81121,52.47,56.97,4.5,24.55,24.24,-0.31,27.92,32.73,4.82,39.98,43.73,3.75
N81122,80.02,78.56,-1.46,39.7,35.51,-4.19,40.32,43.05,2.73,75.62,75.13,-0.49
N81123,71.24,68.81,-2.43,27.86,29.72,1.86,43.37,39.08,-4.29,52.74,68.36,15.62
N81125,43.95,49.46,5.5,9.39,13.77,4.38,34.57,35.69,1.12,20.92,32.39,11.47
N81127,75.6,77.03,1.44,26.77,29.47,2.71,48.83,47.56,-1.27,61.41,65.3,3.89
N81607,61.92,53.45,-8.47,19.45,15.68,-3.77,42.47,37.77,-4.7,41.51,37.43,-4.08
N81614,73.06,76.13,3.07,43.1,38.04,-5.06,29.96,38.09,8.13,67.04,67.59,0.56
N81619,35.35,40.22,4.88,10.65,8.91,-1.74,24.69,31.31,6.62,27.18,24.16,-3.02
N81623,97.45,47.33,-50.12,63.52,28.94,-34.58,33.93,18.39,-15.54,98.27,58.55,-39.72
N81624,79.72,78.5,-1.22,31.22,33.39,2.17,48.5,45.11,-3.39,73.61,74.0,0.39
N81626,78.05,79.11,1.06,28.07,32.57,4.5,49.98,46.53,-3.44,74.46,77.06,2.6
N81628,65.0,59.2,-5.8,15.94,17.64,1.7,49.06,41.56,-7.5,53.01,43.15,-9.86
